class,order,family,genus,species,adult_body_mass_g,maximum_longevity_y,litter_or_clutch_size_n,female_maturity_d,birth_or_hatching_weight_g
Reptilia,Squamata,Colubridae,Dendrelaphis,flavescens,1359.0,,4.5,,
Reptilia,Squamata,Colubridae,Dendrelaphis,formosus,1470.0,,,,
Reptilia,Squamata,Colubridae,Dendrelaphis,gastrostictus,540.0,,,,
Reptilia,Squamata,Colubridae,Dendrelaphis,inornatus,1130.0,,,,
Reptilia,Squamata,Colubridae,Dendrelaphis,lorentzi,211.0,,,,
Reptilia,Squamata,Colubridae,Dendrelaphis,luzonensis,1359.0,,4.5,,
Reptilia,Squamata,Colubridae,Dendrelaphis,modestus,1359.0,,4.5,,
Reptilia,Squamata,Colubridae,Dendrelaphis,papuensis,445.0,,,,
Reptilia,Squamata,Colubridae,Dendrelaphis,pictus,1130.0,,,,
Reptilia,Squamata,Colubridae,Dendrelaphis,punctulatus,3113.0,3.1,11.1,,3.6
Reptilia,Squamata,Colubridae,Dendrelaphis,salomonis,384.0,,,,
Reptilia,Squamata,Colubridae,Dendrelaphis,striatus,384.0,,,,
Reptilia,Squamata,Colubridae,Dendrelaphis,subocularis,555.0,,,,
Reptilia,Squamata,Colubridae,Dendrelaphis,terrificus,1359.0,,4.5,,
Reptilia,Squamata,Colubridae,Dendrelaphis,tristis,,,,,
Reptilia,Squamata,Colubridae,Dendrophidion,brunneum,,,6.0,,
Reptilia,Squamata,Colubridae,Dendrophidion,dendrophis,471.0,,9.5,,
Reptilia,Squamata,Colubridae,Dipsadoboa,unicolor,929.0,,,,
Reptilia,Squamata,Colubridae,Dipsadoboa,viridis,47.0,,,,
Reptilia,Squamata,Colubridae,Dispholidus,typus,3765.0,8.7,16.5,,
Reptilia,Squamata,Colubridae,Dolichophis,caspius,10592.0,,10.0,,
Reptilia,Squamata,Colubridae,Dolichophis,jugularis,10592.0,,9.0,,
Reptilia,Squamata,Colubridae,Dolichophis,schmidti,10592.0,,9.0,,
Reptilia,Squamata,Colubridae,Drymarchon,corais,7118.0,25.9,9.5,,
Reptilia,Squamata,Colubridae,Drymarchon,couperi,7118.0,25.9,9.5,,
Reptilia,Squamata,Colubridae,Drymarchon,margaritae,7118.0,25.9,9.5,,
Reptilia,Squamata,Colubridae,Drymarchon,melanurus,7118.0,25.9,9.5,,
Reptilia,Squamata,Colubridae,Drymobius,margaritiferus,790.0,4.3,5.5,,
Reptilia,Squamata,Colubridae,Drymobius,rhombifer,666.0,,,,
Reptilia,Squamata,Colubridae,Drymoluber,dichrous,848.0,,9.0,,
Reptilia,Squamata,Colubridae,Dryocalamus,davisonii,298.0,,,,
Reptilia,Squamata,Colubridae,Dryocalamus,subannulatus,47.0,,,,
Reptilia,Squamata,Colubridae,Dryophiops,rubescens,384.0,,,,
Reptilia,Squamata,Colubridae,Eirenis,collaris,,,6.0,,
Reptilia,Squamata,Colubridae,Eirenis,decemlineatus,,,6.0,,
Reptilia,Squamata,Colubridae,Eirenis,modestus,,,5.5,,
Reptilia,Squamata,Colubridae,Eirenis,punctatolineatus,,,7.0,,
Reptilia,Squamata,Colubridae,Eirenis,rothii,,,4.0,,
Reptilia,Squamata,Colubridae,Elaphe,anomala,3113.0,13.7,12.0,,
Reptilia,Squamata,Colubridae,Elaphe,bimaculata,,,6.5,,
Reptilia,Squamata,Colubridae,Elaphe,carinata,2707.0,,4.0,,
Reptilia,Squamata,Colubridae,Elaphe,climacophora,,13.1,13.5,,
Reptilia,Squamata,Colubridae,Elaphe,davidi,,,6.5,,
Reptilia,Squamata,Colubridae,Elaphe,dione,,,9.5,,
Reptilia,Squamata,Colubridae,Elaphe,quadrivirgata,6561.0,33.9,14.0,1460.0,
Reptilia,Squamata,Colubridae,Elaphe,quatuorlineata,6107.0,5.2,11.0,,
Reptilia,Squamata,Colubridae,Elaphe,sauromates,,4.6,,,
Reptilia,Squamata,Colubridae,Elaphe,schrenckii,,13.7,18.0,,
Reptilia,Squamata,Colubridae,Euprepiophis,conspicillata,,,5.0,,
Reptilia,Squamata,Colubridae,Euprepiophis,mandarinus,,,5.5,,
Reptilia,Squamata,Colubridae,Ficimia,hardyi,,,4.0,,
Reptilia,Squamata,Colubridae,Ficimia,publia,,,2.0,,
Reptilia,Squamata,Colubridae,Ficimia,streckeri,42.0,,,,
Reptilia,Squamata,Colubridae,Gonyosoma,jansenii,,,6.5,,
Reptilia,Squamata,Colubridae,Gonyosoma,oxycephalum,5399.0,15.1,7.5,,
Reptilia,Squamata,Colubridae,Grayia,tholloni,540.0,,,,
Reptilia,Squamata,Colubridae,Gyalopion,canum,18.0,,2.5,,
Reptilia,Squamata,Colubridae,Gyalopion,quadrangulare,10.0,,,,
Reptilia,Squamata,Colubridae,Hapsidophrys,lineatus,512.0,,,,
Reptilia,Squamata,Colubridae,Hapsidophrys,smaragdina,526.0,,3.0,,
Reptilia,Squamata,Colubridae,Hemorrhois,algirus,384.0,,,,
Reptilia,Squamata,Colubridae,Hemorrhois,hippocrepis,1306.0,6.3,11.0,,
Reptilia,Squamata,Colubridae,Hemorrhois,nummifer,,13.8,11.5,,
Reptilia,Squamata,Colubridae,Hemorrhois,ravergieri,,13.8,11.5,,
Reptilia,Squamata,Colubridae,Hierophis,gemonensis,384.0,,6.5,,
Reptilia,Squamata,Colubridae,Hierophis,viridiflavus,1306.0,,5.0,,
Reptilia,Squamata,Colubridae,Lampropeltis,alterna,1228.0,19.7,5.0,,
Reptilia,Squamata,Colubridae,Lampropeltis,californiae,2041.0,33.3,11.0,1095.0,
Reptilia,Squamata,Colubridae,Lampropeltis,calligaster,1130.0,23.8,16.0,1095.0,
Reptilia,Squamata,Colubridae,Lampropeltis,elapsoides,950.0,23.958,7.0,,
Reptilia,Squamata,Colubridae,Lampropeltis,extenuata,104.0,,,,
Reptilia,Squamata,Colubridae,Lampropeltis,getula,2041.0,33.3,11.0,1095.0,
Reptilia,Squamata,Colubridae,Lampropeltis,holbrooki,2041.0,33.3,11.0,1095.0,
Reptilia,Squamata,Colubridae,Lampropeltis,knoblochi,432.0,22.4,4.5,,
Reptilia,Squamata,Colubridae,Lampropeltis,mexicana,,15.6,5.0,,
Reptilia,Squamata,Colubridae,Lampropeltis,nigra,2041.0,33.3,11.0,1095.0,
Reptilia,Squamata,Colubridae,Lampropeltis,pyromelana,432.0,22.4,4.5,,
Reptilia,Squamata,Colubridae,Lampropeltis,ruthveni,950.0,23.958,7.0,,
Reptilia,Squamata,Colubridae,Lampropeltis,splendida,2041.0,33.3,11.0,1095.0,
Reptilia,Squamata,Colubridae,Lampropeltis,triangulum,950.0,23.958,7.0,,
Reptilia,Squamata,Colubridae,Lampropeltis,zonata,407.0,28.8,5.5,,
Reptilia,Squamata,Colubridae,Leptophis,ahaetulla,682.0,,6.0,,
Reptilia,Squamata,Colubridae,Leptophis,coeruleodorsus,682.0,,6.0,,
Reptilia,Squamata,Colubridae,Leptophis,mexicanus,,7.7,,,
Reptilia,Squamata,Colubridae,Liopeltis,tricolor,67.0,,,,
Reptilia,Squamata,Colubridae,Lycodon,albofuscus,1587.0,,,,
Reptilia,Squamata,Colubridae,Lycodon,aulicus,,,7.5,,
Reptilia,Squamata,Colubridae,Lycodon,capucinus,168.0,,7.5,,
Reptilia,Squamata,Colubridae,Lycodon,carinatus,,,4.0,,
Reptilia,Squamata,Colubridae,Lycodon,effraenis,161.0,,,,
Reptilia,Squamata,Colubridae,Lycodon,laoensis,67.0,,,,
Reptilia,Squamata,Colubridae,Lycodon,meridionale,,13.7,7.5,,
Reptilia,Squamata,Colubridae,Lycodon,rufozonatus,,13.7,7.5,,
Reptilia,Squamata,Colubridae,Lycodon,striatus,,,2.5,,
Reptilia,Squamata,Colubridae,Lycodon,subcinctus,633.0,,,,
Reptilia,Squamata,Colubridae,Lycodon,travancoricus,,,7.5,,
Reptilia,Squamata,Colubridae,Lytorhynchus,diadema,,0.4,,,
Reptilia,Squamata,Colubridae,Lytorhynchus,kennedyi,,0.4,,,
Reptilia,Squamata,Colubridae,Lytorhynchus,maynardi,,,3.0,,
Reptilia,Squamata,Colubridae,Macrocalamus,lateralis,24.0,,,,
Reptilia,Squamata,Colubridae,Macrocalamus,tweediei,47.0,,,,
Reptilia,Squamata,Colubridae,Macroprotodon,brevis,104.0,5.9,4.0,,
Reptilia,Squamata,Colubridae,Macroprotodon,cucullatus,104.0,5.9,4.0,,
Reptilia,Squamata,Colubridae,Macroprotodon,mauritanicus,104.0,5.9,4.0,,
Reptilia,Squamata,Colubridae,Mastigodryas,bifossatus,,,10.0,,
Reptilia,Squamata,Colubridae,Mastigodryas,boddaerti,,,6.0,,
Reptilia,Squamata,Colubridae,Mastigodryas,melanolomus,,,3.5,,
Reptilia,Squamata,Colubridae,Meizodon,coronatus,104.0,,,,
Reptilia,Squamata,Colubridae,Meizodon,semiornatus,181.0,,,,
Reptilia,Squamata,Colubridae,Oligodon,arnensis,,,5.0,,
Reptilia,Squamata,Colubridae,Oligodon,barroni,34.0,,,,
Reptilia,Squamata,Colubridae,Oligodon,dorsalis,63.0,,,,
Reptilia,Squamata,Colubridae,Oligodon,fasciolatus,585.0,,,,
Reptilia,Squamata,Colubridae,Oligodon,inornatus,100.0,,,,
Reptilia,Squamata,Colubridae,Oligodon,joynsoni,203.0,,,,
Reptilia,Squamata,Colubridae,Oligodon,mouhoti,24.0,,,,
Reptilia,Squamata,Colubridae,Oligodon,purpurascens,270.0,,,,
Reptilia,Squamata,Colubridae,Oligodon,sublineatus,,,3.0,,
Reptilia,Squamata,Colubridae,Oligodon,taeniatus,32.0,,,,
Reptilia,Squamata,Colubridae,Opheodrys,aestivus,601.0,8.0,6.6,730.0,1.1
Reptilia,Squamata,Colubridae,Opheodrys,vernalis,104.0,6.1,7.0,,
Reptilia,Squamata,Colubridae,Oreocryptophis,porphyraceus,1465.5,11.6,4.0,,
Reptilia,Squamata,Colubridae,Orthriophis,cantoris,,,7.5,,
Reptilia,Squamata,Colubridae,Orthriophis,moellendorffi,,21.1,9.0,,
Reptilia,Squamata,Colubridae,Orthriophis,taeniurus,2265.0,11.6,11.5,,
Reptilia,Squamata,Colubridae,Oxybelis,aeneus,1359.0,15.2,4.0,,
Reptilia,Squamata,Colubridae,Oxybelis,fulgidus,1647.0,,9.0,,
Reptilia,Squamata,Colubridae,Oxybelis,wilsoni,,,8.0,,
Reptilia,Squamata,Colubridae,Pantherophis,alleghaniensis,6561.0,33.9,14.0,1460.0,
Reptilia,Squamata,Colubridae,Pantherophis,bairdi,4030.0,33.9,12.0,1460.0,
Reptilia,Squamata,Colubridae,Pantherophis,emoryi,900.0,32.3,12.0,600.0,
Reptilia,Squamata,Colubridae,Pantherophis,guttatus,900.0,32.3,12.0,600.0,
Reptilia,Squamata,Colubridae,Pantherophis,obsoletus,6561.0,33.9,14.0,1460.0,
Reptilia,Squamata,Colubridae,Pantherophis,spiloides,6561.0,33.9,14.0,1460.0,
Reptilia,Squamata,Colubridae,Pantherophis,vulpinus,2227.0,17.0,18.0,,
Reptilia,Squamata,Colubridae,Philothamnus,battersbyi,471.0,,11.0,,
Reptilia,Squamata,Colubridae,Philothamnus,carinatus,203.0,,,,
Reptilia,Squamata,Colubridae,Philothamnus,girardi,888.0,,,,
Reptilia,Squamata,Colubridae,Philothamnus,heterodermus,203.0,,,,
Reptilia,Squamata,Colubridae,Philothamnus,heterolepidotus,420.0,,,,
Reptilia,Squamata,Colubridae,Philothamnus,hoplogaster,,,27.0,,
Reptilia,Squamata,Colubridae,Philothamnus,irregularis,471.0,,11.0,,
Reptilia,Squamata,Colubridae,Philothamnus,nitidus,888.0,,,,
Reptilia,Squamata,Colubridae,Philothamnus,ornatus,471.0,,11.0,,
Reptilia,Squamata,Colubridae,Philothamnus,ruandae,203.0,,,,
Reptilia,Squamata,Colubridae,Philothamnus,semivariegatus,888.0,,,,
Reptilia,Squamata,Colubridae,Philothamnus,thomensis,888.0,,,,
Reptilia,Squamata,Colubridae,Phyllorhynchus,browni,50.0,,3.5,,
Reptilia,Squamata,Colubridae,Phyllorhynchus,decurtatus,47.0,,3.0,,
Reptilia,Squamata,Colubridae,Pituophis,catenifer,7275.5,33.8,5.5,,
Reptilia,Squamata,Colubridae,Pituophis,melanoleucus,6407.0,22.4,5.5,,
Reptilia,Squamata,Colubridae,Pituophis,ruthveni,6407.0,33.8,5.5,,
Reptilia,Squamata,Colubridae,Pituophis,vertebralis,7275.5,33.8,5.5,,
Reptilia,Squamata,Colubridae,Platyceps,collaris,950.0,,4.0,,
Reptilia,Squamata,Colubridae,Platyceps,florulentus,471.0,9.3,,,
Reptilia,Squamata,Colubridae,Platyceps,karelini,,5.7,,,
Reptilia,Squamata,Colubridae,Platyceps,najadum,950.0,,9.5,,
Reptilia,Squamata,Colubridae,Platyceps,ventromaculatus,,5.8,,,
Reptilia,Squamata,Colubridae,Pliocercus,elapoides,,,6.0,,
Reptilia,Squamata,Colubridae,Pseudelaphe,flavirufa,,16.3,6.5,,
Reptilia,Squamata,Colubridae,Pseustes,poecilonotus,1678.0,,10.5,,
Reptilia,Squamata,Colubridae,Pseustes,shropshirei,1678.0,,10.5,,
Reptilia,Squamata,Colubridae,Ptyas,carinata,20780.0,,,,
Reptilia,Squamata,Colubridae,Ptyas,fusca,9561.0,,,,
Reptilia,Squamata,Colubridae,Ptyas,korros,6561.0,,,,
Reptilia,Squamata,Colubridae,Ptyas,mucosa,6874.0,11.3,12.0,,15.5
Reptilia,Squamata,Colubridae,Rhadinophis,prasinus,666.0,,7.0,,
Reptilia,Squamata,Colubridae,Rhamnophis,aethiopissa,753.0,,6.5,,
Reptilia,Squamata,Colubridae,Rhinechis,scalaris,1587.0,,10.0,,
Reptilia,Squamata,Colubridae,Rhinocheilus,lecontei,432.0,19.8,5.0,,
Reptilia,Squamata,Colubridae,Rhynchophis,boulengeri,,,7.5,,
Reptilia,Squamata,Colubridae,Salvadora,bairdi,,,,,
Reptilia,Squamata,Colubridae,Salvadora,grahamiae,649.0,,10.0,,
Reptilia,Squamata,Colubridae,Salvadora,hexalepis,585.0,14.3,6.0,,
Reptilia,Squamata,Colubridae,Salvadora,lemniscata,,,8.5,,
Reptilia,Squamata,Colubridae,Salvadora,mexicana,,6.3,,,
Reptilia,Squamata,Colubridae,Scaphiodontophis,annulatus,,,5.5,,
Reptilia,Squamata,Colubridae,Scaphiophis,albopunctatus,1617.0,,,,
Reptilia,Squamata,Colubridae,Senticolis,triaspis,753.0,19.8,5.0,,
Reptilia,Squamata,Colubridae,Sibynophis,chinensis,235.0,,,,
Reptilia,Squamata,Colubridae,Sibynophis,collaris,235.0,,,,
Reptilia,Squamata,Colubridae,Sibynophis,melanocephalus,196.0,,,,
Reptilia,Squamata,Colubridae,Sibynophis,sagittarius,,,3.5,,
Reptilia,Squamata,Colubridae,Sibynophis,subpunctatus,,,3.5,,
Reptilia,Squamata,Colubridae,Sibynophis,triangularis,235.0,,,,
Reptilia,Squamata,Colubridae,Sonora,semiannulata,42.0,,5.0,,
Reptilia,Squamata,Colubridae,Spalerosophis,atriceps,,13.6,,,
Reptilia,Squamata,Colubridae,Spalerosophis,diadema,,17.0,9.5,547.0,
Reptilia,Squamata,Colubridae,Spalerosophis,dolichospilus,,13.6,,,
Reptilia,Squamata,Colubridae,Spalerosophis,microlepis,,,4.0,,
Reptilia,Squamata,Colubridae,Spilotes,pullatus,3983.0,17.5,16.0,,
Reptilia,Squamata,Colubridae,Spilotes,sulphureus,1587.0,,10.5,,
Reptilia,Squamata,Colubridae,Stegonotus,cucullatus,848.0,,11.85,,7.5
Reptilia,Squamata,Colubridae,Stegonotus,diehli,174.0,,,,
Reptilia,Squamata,Colubridae,Stegonotus,guentheri,585.0,,,,
Reptilia,Squamata,Colubridae,Stegonotus,heterurus,540.0,,,,
Reptilia,Squamata,Colubridae,Stegonotus,modestus,848.0,,,,
Reptilia,Squamata,Colubridae,Stegonotus,parvus,512.0,,,,
Reptilia,Squamata,Colubridae,Stenorrhina,freminvillei,,,11.5,,
Reptilia,Squamata,Colubridae,Tantilla,atriceps,13.5,,3.0,,
Reptilia,Squamata,Colubridae,Tantilla,capistrata,19.0,,2.0,,
Reptilia,Squamata,Colubridae,Tantilla,coronata,13.0,,2.0,,
Reptilia,Squamata,Colubridae,Tantilla,cucullata,104.0,,1.5,,
Reptilia,Squamata,Colubridae,Tantilla,gracilis,6.0,,2.5,,
Reptilia,Squamata,Colubridae,Tantilla,hobartsmithi,19.0,,2.0,,
Reptilia,Squamata,Colubridae,Tantilla,melanocephala,19.0,,2.0,,
Reptilia,Squamata,Colubridae,Tantilla,nigriceps,21.0,,2.0,,
Reptilia,Squamata,Colubridae,Tantilla,oolitica,9.0,,2.0,,
Reptilia,Squamata,Colubridae,Tantilla,planiceps,22.0,,3.0,,
Reptilia,Squamata,Colubridae,Tantilla,relicta,5.0,,2.0,,
Reptilia,Squamata,Colubridae,Tantilla,rubra,,,1.5,,
Reptilia,Squamata,Colubridae,Tantilla,wilcoxi,18.0,,2.0,,
Reptilia,Squamata,Colubridae,Tantilla,yaquia,17.0,,3.0,,
Reptilia,Squamata,Colubridae,Telescopus,dhara,2666.0,,,,
Reptilia,Squamata,Colubridae,Telescopus,fallax,384.0,,7.0,,
Reptilia,Squamata,Colubridae,Telescopus,hoogstraali,384.0,,7.0,,
Reptilia,Squamata,Colubridae,Telescopus,nigriceps,384.0,,7.0,,
Reptilia,Squamata,Colubridae,Telescopus,obtusus,2666.0,2.4,,,
Reptilia,Squamata,Colubridae,Telescopus,semiannulatus,,7.6,11.5,,
Reptilia,Squamata,Colubridae,Thelotornis,capensis,1359.0,,7.5,,
Reptilia,Squamata,Colubridae,Thelotornis,kirtlandii,1359.0,,,,
Reptilia,Squamata,Colubridae,Thelotornis,mossambicanus,1359.0,,7.5,,
Reptilia,Squamata,Colubridae,Thrasops,jacksonii,4748.0,5.8,8.0,,
Reptilia,Squamata,Colubridae,Thrasops,schmidti,4748.0,5.8,8.0,,
Reptilia,Squamata,Colubridae,Toxicodryas,blandingii,8055.0,12.6,8.0,,
Reptilia,Squamata,Colubridae,Toxicodryas,pulverulenta,753.0,,,,
Reptilia,Squamata,Colubridae,Trimorphodon,biscutatus,682.0,11.8,12.0,,
Reptilia,Squamata,Colubridae,Trimorphodon,lambda,682.0,11.8,12.0,,
Reptilia,Squamata,Colubridae,Trimorphodon,lyrophanes,682.0,11.8,12.0,,
Reptilia,Squamata,Colubridae,Trimorphodon,paucimaculatus,682.0,11.8,12.0,,
Reptilia,Squamata,Colubridae,Trimorphodon,quadruplex,682.0,11.8,12.0,,
Reptilia,Squamata,Colubridae,Trimorphodon,tau,,4.8,,,
Reptilia,Squamata,Colubridae,Trimorphodon,vilkinsonii,682.0,11.8,12.0,,
Reptilia,Squamata,Colubridae,Zamenis,hohenackeri,,,5.0,,
Reptilia,Squamata,Colubridae,Zamenis,longissimus,302.2,3.9,11.5,,
Reptilia,Squamata,Colubridae,Zamenis,persicus,3113.0,3.9,6.5,,
Reptilia,Squamata,Colubridae,Zamenis,situla,384.0,23.0,5.0,,
Reptilia,Squamata,Cordylidae,Chamaesaura,aenea,,,,,
Reptilia,Squamata,Cordylidae,Chamaesaura,anguina,4.7,,,,
Reptilia,Squamata,Cordylidae,Chamaesaura,macrolepis,11.6,,,,
Reptilia,Squamata,Cordylidae,Chamaesaura,miopropus,11.6,,,,
Reptilia,Squamata,Cordylidae,Chamaesaura,tenuior,4.7,,,,
Reptilia,Squamata,Cordylidae,Cordylus,angolensis,17.3,15.6,,,
Reptilia,Squamata,Cordylidae,Cordylus,aridus,,,,,
Reptilia,Squamata,Cordylidae,Cordylus,beraduccii,,,,,
Reptilia,Squamata,Cordylidae,Cordylus,cloetei,,,,,
Reptilia,Squamata,Cordylidae,Cordylus,cordylus,17.3,15.6,,,
Reptilia,Squamata,Cordylidae,Cordylus,imkeae,,,,,
Reptilia,Squamata,Cordylidae,Cordylus,jonesii,17.3,15.6,,,
Reptilia,Squamata,Cordylidae,Cordylus,machadoi,,3.5,,,
Reptilia,Squamata,Cordylidae,Cordylus,macropholis,,,,,
Reptilia,Squamata,Cordylidae,Cordylus,mclachlani,,,,,
Reptilia,Squamata,Cordylidae,Cordylus,meculae,,,,,
Reptilia,Squamata,Cordylidae,Cordylus,minor,17.3,15.6,,,
Reptilia,Squamata,Cordylidae,Cordylus,niger,18.15,15.6,,,
Reptilia,Squamata,Cordylidae,Cordylus,nyikae,,,,,
Reptilia,Squamata,Cordylidae,Cordylus,oelofseni,10.0,,,,
Reptilia,Squamata,Cordylidae,Cordylus,rhodesianus,17.3,15.6,,,
Reptilia,Squamata,Cordylidae,Cordylus,rivae,17.3,15.6,,,
Reptilia,Squamata,Cordylidae,Cordylus,tropidosternum,17.3,15.6,,,
Reptilia,Squamata,Cordylidae,Cordylus,ukingensis,,,,,
Reptilia,Squamata,Cordylidae,Cordylus,vittifer,,3.5,,,
Reptilia,Squamata,Cordylidae,Hemicordylus,capensis,24.6,,2.0,,1.5
Reptilia,Squamata,Cordylidae,Hemicordylus,nebulosus,,,,,
Reptilia,Squamata,Cordylidae,Karusasaurus,jordani,40.6,9.1,,,
Reptilia,Squamata,Cordylidae,Karusasaurus,polyzonus,40.6,9.1,,,
Reptilia,Squamata,Cordylidae,Namazonurus,campbelli,,,,,
Reptilia,Squamata,Cordylidae,Namazonurus,lawrenci,17.3,15.6,,,
Reptilia,Squamata,Cordylidae,Namazonurus,namaquensis,,,,,
Reptilia,Squamata,Cordylidae,Namazonurus,peersi,,,,,
Reptilia,Squamata,Cordylidae,Namazonurus,pustulatus,17.3,15.6,,,
Reptilia,Squamata,Cordylidae,Ninurta,coeruleopunctatus,,,,,
Reptilia,Squamata,Cordylidae,Ouroborus,cataphractus,,20.2,,,
Reptilia,Squamata,Cordylidae,Platysaurus,broadleyi,,,,,
Reptilia,Squamata,Cordylidae,Platysaurus,capensis,6.1,,2.0,,
Reptilia,Squamata,Cordylidae,Platysaurus,guttatus,12.2,15.6,2.0,,
Reptilia,Squamata,Cordylidae,Platysaurus,imperator,,14.0,2.0,,
Reptilia,Squamata,Cordylidae,Platysaurus,intermedius,17.85,15.6,1.5,,
Reptilia,Squamata,Cordylidae,Platysaurus,lebomboensis,,,,,
Reptilia,Squamata,Cordylidae,Platysaurus,maculatus,,,2.0,,
Reptilia,Squamata,Cordylidae,Platysaurus,minor,12.2,15.6,2.0,,
Reptilia,Squamata,Cordylidae,Platysaurus,mitchelli,,,,,
Reptilia,Squamata,Cordylidae,Platysaurus,monotropis,,,,,
Reptilia,Squamata,Cordylidae,Platysaurus,ocellatus,,,2.0,,
Reptilia,Squamata,Cordylidae,Platysaurus,orientalis,12.2,15.6,2.0,,
Reptilia,Squamata,Cordylidae,Platysaurus,pungweensis,17.85,15.6,1.5,,
Reptilia,Squamata,Cordylidae,Platysaurus,relictus,,,,,
Reptilia,Squamata,Cordylidae,Platysaurus,torquatus,12.2,15.6,2.0,,
Reptilia,Squamata,Cordylidae,Pseudocordylus,langi,,,,,
Reptilia,Squamata,Cordylidae,Pseudocordylus,melanotus,30.43,2.8,3.5,,1.1
Reptilia,Squamata,Cordylidae,Pseudocordylus,microlepidotus,68.5,2.8,,,
Reptilia,Squamata,Cordylidae,Pseudocordylus,spinosus,,,,,
Reptilia,Squamata,Cordylidae,Pseudocordylus,subviridis,30.43,2.8,3.5,,1.1
Reptilia,Squamata,Cordylidae,Pseudocordylus,transvaalensis,30.43,2.8,3.5,,1.1
Reptilia,Squamata,Cordylidae,Smaug,giganteus,202.83,24.9,2.7,,9.5
Reptilia,Squamata,Cordylidae,Smaug,mossambicus,,19.8,,,
Reptilia,Squamata,Cordylidae,Smaug,regius,,19.8,,,
Reptilia,Squamata,Cordylidae,Smaug,vandami,,19.8,,,
Reptilia,Squamata,Cordylidae,Smaug,warreni,,19.8,,,
Reptilia,Squamata,Corytophanidae,Basiliscus,basiliscus,225.0,9.0,9.495,608.8,1.7
Reptilia,Squamata,Corytophanidae,Basiliscus,galeritus,,,7.5,,
Reptilia,Squamata,Corytophanidae,Basiliscus,plumifrons,66.2,13.0,11.0,,
Reptilia,Squamata,Corytophanidae,Basiliscus,vittatus,60.87,9.1,5.2,228.3,0.86
Reptilia,Squamata,Corytophanidae,Corytophanes,cristatus,43.4,7.1,7.5,,
Reptilia,Squamata,Corytophanidae,Corytophanes,hernandesii,,,5.0,,
Reptilia,Squamata,Corytophanidae,Corytophanes,percarinatus,,,,,
Reptilia,Squamata,Corytophanidae,Laemanctus,longipes,,15.4,3.5,,
Reptilia,Squamata,Corytophanidae,Laemanctus,serratus,,,7.5,,
Reptilia,Squamata,Crotaphytidae,Crotaphytus,antiquus,40.4,,,,
Reptilia,Squamata,Crotaphytidae,Crotaphytus,bicinctores,29.52,,5.0,,0.86
Reptilia,Squamata,Crotaphytidae,Crotaphytus,collaris,29.52,,5.0,,0.86
Reptilia,Squamata,Crotaphytidae,Crotaphytus,dickersonae,29.52,,5.0,,0.86
Reptilia,Squamata,Crotaphytidae,Crotaphytus,grismeri,16.08,,3.0,,3.0
Reptilia,Squamata,Crotaphytidae,Crotaphytus,insularis,29.52,,5.0,,0.86
Reptilia,Squamata,Crotaphytidae,Crotaphytus,nebrius,29.52,,5.0,,0.86
Reptilia,Squamata,Crotaphytidae,Crotaphytus,reticulatus,45.79,,8.9,,0.86
Reptilia,Squamata,Crotaphytidae,Crotaphytus,vestigium,29.52,,5.0,,0.86
Reptilia,Squamata,Crotaphytidae,Gambelia,copeii,43.69,,6.0,,1.23
Reptilia,Squamata,Crotaphytidae,Gambelia,sila,39.29,,5.0,,1.885
Reptilia,Squamata,Crotaphytidae,Gambelia,wislizenii,43.69,,6.0,,1.23
Reptilia,Squamata,Cylindrophiidae,Cylindrophis,maculatus,,,8.0,,
Reptilia,Squamata,Cylindrophiidae,Cylindrophis,ruffus,384.0,,8.0,,
Reptilia,Squamata,Dactyloidae,Anolis,acutus,3.03,,1.0,,0.19
Reptilia,Squamata,Dactyloidae,Anolis,aeneus,2.42,6.7,1.5,,0.23
Reptilia,Squamata,Dactyloidae,Anolis,aequatorialis,10.5,,,,
Reptilia,Squamata,Dactyloidae,Anolis,agassizi,34.0,,,,
Reptilia,Squamata,Dactyloidae,Anolis,agueroi,,,,,
Reptilia,Squamata,Dactyloidae,Anolis,ahli,,,,,
Reptilia,Squamata,Dactyloidae,Anolis,alayoni,,,,,
Reptilia,Squamata,Dactyloidae,Anolis,alfaroi,,,,,
Reptilia,Squamata,Dactyloidae,Anolis,aliniger,4.7,,,,
Reptilia,Squamata,Dactyloidae,Anolis,allisoni,4.5,,,,
Reptilia,Squamata,Dactyloidae,Anolis,allogus,,,,,
Reptilia,Squamata,Dactyloidae,Anolis,altae,,,,,
Reptilia,Squamata,Dactyloidae,Anolis,altavelensis,,,,,
Reptilia,Squamata,Dactyloidae,Anolis,altitudinalis,,,,,
Reptilia,Squamata,Dactyloidae,Anolis,alumina,,,,,
Reptilia,Squamata,Dactyloidae,Anolis,alutaceus,,,1.0,,
Reptilia,Squamata,Dactyloidae,Anolis,alvarezdeltoroi,,,,,
Reptilia,Squamata,Dactyloidae,Anolis,amplisquamosus,,,,,
Reptilia,Squamata,Dactyloidae,Anolis,anfiloquioi,,,,,
Reptilia,Squamata,Dactyloidae,Anolis,angusticeps,2.6,,,,
Reptilia,Squamata,Dactyloidae,Anolis,anisolepis,3.5,,,,
Reptilia,Squamata,Dactyloidae,Anolis,annectens,,,,,
Reptilia,Squamata,Dactyloidae,Anolis,antioquiae,,,,,
Reptilia,Squamata,Dactyloidae,Anolis,antonii,,,,,
Reptilia,Squamata,Dactyloidae,Anolis,apollinaris,,,,,
